103|80E0EAEC, A10000369BFFF0|310008062738635|0080441113A3|IPG/8110E|867642| 65-800908
104|803F2D97, A10000157E3C7E|000009172290998|00804410151D|IPG/8100E|760439| 65-800901
105|8098464B, A1000012C26B3A|310008038637962|008044112CE7|IPG/8100E|862452| 65-800907
107|80F75629, A10000157E3B6D|000004232025129|00804410154C|IPG/8100E|760265| 65-800901
108|80DC3875, A1000036981D90|310004049613870|008044117059|IPG/8100E|888353| 65-800907
111|A100000941E4C6, 808C7D5A|310009175014813|0080440EDCAD|IPG/7710|678048|65-800832-2-00
115|80FE0FEC, A1000012C24473|310004049699322|00804410B0A7|IPG/8110E|790081| 65-800908
116|A100000942973A, 809C7A7A|310009172751081|0080440F0D2A|IPG/7710|692546|65-800832-2-00
117|A100000942DBBC, 80C8EE5B|310009172832815|0080440FF30C|IPG/7710|695320|65-800832-2-00
119|80D5F9CD, A10000157EBAEA|310004232020436|00804410A934|IPG/8110E|788582| 65-800902
120|A10000094260C4, 80AC6CD7|310009172293098|0080440F1ACE|IPG/7700|690894| 65-800872
121|A10000094296FB, 80448B14|310009177769346|0080440F0BD2|IPG/7710|692489|65-800832-2-00
123|A100000941E4C1, 80D54127|310009174820549|0080440EDC84|IPG/7710|678055|65-800832-2-00
125|8070FCD4, A1000043951179|310005052665028|0080441118F6|IPG/8100E|868634| 65-800907
127|80736666, A10000157EDD45|310009172439437|0080440FEEA4|IPG/8100E|738099| 65-800901
128|80A4AD03, A1000012C21360|310008038635638|008044106D57|IPG/8110E|773910| 65-800908
129|8063C994, A10000157E3AE2|310004232025112|008044101356|IPG/8100E|760352| 65-800901
131|8014235D, A10000157ED251|310004232020389|00804410A96A|IPG/8110E|788630| 65-800902
133|A100000942616D, 8083E59F|310009175017779|0080440EFFFA|IPG/7710|688476|65-800832-2-00
135|A100000942DDCC, 8024C38A|310006463263958|0080440FEB02|IPG/7710|706043|65-800832-2-00
138|80886C23, A1000012C244B1|310003472733483|008044109924|IPG/8100E|785721| 65-800907
139|803A3862, A1000012C228A7|000008032926028|008044106983|IPG/8110E|770650| 65-800908
142|80B51A2A, A1000012C22621|310008032926037|008044106530|IPG/8110E|770755| 65-800908
143|804D074F, A1000012C284FD|000008033353550|00804411B255|IPG/8110E|896055| 65-800908
144|80A685A7, A10000157E359C|310009172729733|0080440FFB61|IPG/8100E|749292| 65-800901
148|A100000941CD93, 807950A9|310009172352778|0080440EB57D|IPG/7710|669631|65-800832-2-00
152|80D28853, A1000012C28078|310004049825672|008044116529|IPG/8110E|883386| 65-800908
154|A100000943EA51, 8075FBFF|310009172772017|0080440FC205|IPG/7700|730796| 65-800872
155|A10000094103FE, 807B4CC8|310009172339764|0080440EB0F7|IPG/7710|668530|65-800832-2-00
156|A100000942C767, 8043C25A|310009175239563|0080440F3673|IPG/7710|699689|65-800832-2-00
159|805D026C, A1000012C2662D|310005052667812|00804410FA6D|IPG/8100E|855524| 65-800907
163|80537B51, A10000157EDD42|310009172338822|0080440FF01E|IPG/8100E|738077| 65-800901
164|80FA295C, A1000036985389|310005052665971|0080441171DF|IPG/8110E|891304| 65-800908
166|A100000941EF0C, 8014F97A|310009174978388|0080440E8BF4|IPG/7710|681391|65-800832-2-00
169|A100000941E3DF, 80F334E7|310009176879699|0080440EF628|IPG/7710|673354|65-800832-2-00
170|8058D38E, A100004396143D|310009137127521|00804410771E|IPG/8110E|779950| 65-800902
171|A100000941E59D, 8068DDBD|310009172556885|0080440EF4FE|IPG/7700|681916| 65-800872
176|A1000009429AB9, 80850E32|310006463196014|0080440F047C|IPG/7700|694922| 65-800872
177|807D28D0, A1000012C21368|310004045589024|008044106D38|IPG/8110E|773856| 65-800908
178|A10000094223A8, 808A156B|310009174976878|0080440E9F04|IPG/7700|687898| 65-800872
179|8061D809, A10000369A2348|310009413380505|00804410BFAA|IPG/8110E|860657| 65-800908
183|80BBCD55, A1000012C22625|310004049681800|008044106510|IPG/8110E|770709| 65-800908
185|80400976, A10000157F17A7|310004049633953|0080440FB38D|IPG/8100E|732938| 65-800907
186|806E6CA1, A1000036981E81|310004049658596|008044118839|IPG/8100E|890767| 65-800907
188|80A658E7, A10000157EC8C0|310009137045448|008044102B49|IPG/8110E|767919| 65-800902
189|A10000094103AD, 80025160|310006463203632|0080440EC927|IPG/7710|669010|65-800832-2-00
192|A1000009429AED, 807AB158|310009174507863|0080440F124D|IPG/7700|694937| 65-800872
193|80F1CB4B, A10000157EE3C2|310009174968218|008044101C04|IPG/8100E|756284| 65-800901
195|80EDAAA9, A10000157EBAAC|310004232020416|00804410A940|IPG/8110E|788569| 65-800902
197|A100000941039A, 8027EC69|310009174064741|0080440EC930|IPG/7710|669015|65-800832-2-00
198|A10000094261C9, 805F806B|310006462211233|0080440E742A|IPG/7710|688553|65-800832-2-00
203|A10000094261BA, 80CD9D1C|310009174827191|0080440EFF82|IPG/7710|688632|65-800832-2-00
204|80B33990, A10000157EC60C|310008624227879|008044102E6C|IPG/8110E|767952| 65-800902
205|A1000009420AB4, 80BDB1E0|310009172559078|0080440EEC6D|IPG/7710|680929|65-800832-2-00
207|80BDBC28, A1000015771E0B|310009134891883|008044115D3D|IPG/8100E|879676| 65-800901
208|803EC93B, A10000157EC21F|310009137108747|00804410617C|IPG/8100E|769433| 65-800901
209|80A6C1A0, A10000438DBBE6|310004049791113|00804410D983|IPG/8110E|857965| 65-800908
211|803F12FB, A1000012C2906F|310008033353485|00804411B0D5|IPG/8110E|895674| 65-800908
212|A100000944FDCD, 808A4759|310009172404399|00804410053F|IPG/7710|743038|65-800832-2-00
213|8088E27E, A1000043961419|310009134873374|0080441124FD|IPG/8110E|857601| 65-800902
218|80BC62A9, A10000157E5DB7|000009132990444|00804410726C|IPG/8100E|777181| 65-800901
219|805FB3D7, A10000157EBB45|310009137127445|008044108957|IPG/8110E|779934| 65-800902
220|A1000009426077, 80E555AF|310009172544235|0080440F194B|IPG/7700|690854| 65-800872
222|8075935A, A10000157E35A6|310009172729620|0080440FE285|IPG/8100E|749311| 65-800901
223|A1000009413EEE, 80C03F09|310009172557082|0080440E7213|IPG/7710|698300|65-800832-2-00
225|80082591, A10000157D1CC4|310009137089177|00804410771A|IPG/8110E|779976| 65-800902
228|8095D6BE, A1000012C21294|310008032922698|00804410417A|IPG/8110E|765029| 65-800908
229|A10000094298FE, 80DE3AD9|310009173076126|0080440F0DD9|IPG/7710|692638|65-800832-2-00
232|80D0AFD5, A10000157E383A|000009139336808|00804410DB76|IPG/8100E|856735| 65-800901
234|A100000942099B, 8003EAC6|310009172559062|0080440EEC4B|IPG/7710|681019|65-800832-2-00
237|80C271D0, A1000036985379|310005052666256|0080441171DD|IPG/8110E|891307| 65-800908
239|807174A0, A10000157719DD|000009139058035|008044104294|IPG/8110E|738236| 65-800902
240|809E5956, A10000157E3CC8|310009173070366|0080441012D5|IPG/8100E|760142| 65-800901
242|A100000942DBDD, 8088CA0F|310009172812420|0080440F2172|IPG/7710|695365|65-800832-2-00
243|800FF99C, A10000157E3E12|310009172443539|0080441013B2|IPG/8100E|760518| 65-800901
244|A1000009420BF3, 80705C2F|310009174978349|0080440E8B8E|IPG/7710|681731|65-800832-2-00
245|806E2B20, A10000157ECC00|000009137045340|0080441028BB|IPG/8110E|765588| 65-800902
246|A100000942DCB4, 80D49D05|310009172740492|0080440FEAF9|IPG/7710|706070|65-800832-2-00
247|80F886AE, A1000012C2430F|000004049683799|00804410B040|IPG/8110E|789904| 65-800908
250|8013659A, A10000369C02D3|310008062738640|0080441113ED|IPG/8110E|867865| 65-800908
252|80CF54D2, A10000157ECA52|310009137045356|008044102ACA|IPG/8110E|767787| 65-800902
254|A1000009450667, 80A1457A|310009172833502|0080441005D9|IPG/7700|750060| 65-800872
255|80F994E0, A1000012C21B0A|310008038635592|008044106D86|IPG/8110E|773846| 65-800908
256|80C6753D, A1000012C25B9C|310004046173338|00804411100F|IPG/8110E|866335| 65-800908
258|A100000942E00A, 80FE18E9|310009174967417|0080440F3889|IPG/7710|699858|65-800832-2-00
260|A10000094262BC, 80931387|310009175237907|0080440F168A|IPG/7710|688769|65-800832-2-00
265|80EE08A0, A10000157ECBF5|310004232025069|008044102887|IPG/8110E|765535| 65-800902
267|80A6F8CE, A10000157E34C4|310009172729611|0080440FFBDD|IPG/8100E|749124| 65-800901
268|80E10873, A1000036981E7F|310004049853228|0080441188FA|IPG/8100E|890875| 65-800907
272|A100000943EF75, 8073F6B9|310009172353468|0080440FC1FC|IPG/7700|730814| 65-800872
273|80FC2A42, A1000012C24EF4|310009413380379|00804410C75A|IPG/8100E|797467| 65-800907
274|809DD45B, A10000157E3B42|000009137108671|0080441081F7|IPG/8100E|776896| 65-800901
275|A100000942631F, 80718937|310009172839434|0080440F00EE|IPG/7710|688326|65-800832-2-00
277|808C9E07, A1000012C290A3|000008033353231|00804411B238|IPG/8110E|896049| 65-800908
279|80EB8D85, A10000157E3478|000009172729721|0080440FF5ED|IPG/8100E|749078| 65-800901
280|8018D0AA, A1000012C228BD|000004046175459|0080441068D3|IPG/8110E|770640| 65-800908
281|A100000942DFF0, 8039C15B|310009175018402|0080440F3609|IPG/7710|699585|65-800832-2-00
283|A100000941F0B8, 80EB09FD|310009174962733|0080440EFAD3|IPG/7700|675646| 65-800872
287|A100000943CFA8, 8027E50A|310009175314679|0080440F7A90|IPG/7710|712240|65-800832-2-00
288|A100000941F127, 80300C96|310007812284034|0080440EDEC4|IPG/7700|675689| 65-800872
289|80BFA756, A100001574C4B0|310004049799639|008044112EE7|IPG/8100E|862115| 65-800907
290|A1000009420B8F, 80DE5316|310009174977600|0080440E8B6F|IPG/7710|681550|65-800832-2-00
292|A1000009420B1C, 8064AAA7|310006462342878|0080440E727B|IPG/7710|681767|65-800832-2-00
296|A100000943EA5B, 80A64658|310009172557445|0080440FC200|IPG/7700|730806| 65-800872
299|A1000009422681, 80D9D4C6|310007812291949|0080440F1D63|IPG/7710|688924|65-800832-2-00
301|802E93D0, A10000157EC9EC|000009137046039|008044102AD6|IPG/8110E|767813| 65-800902
302|A100000942DF16, 80E8B530|310003157658380|0080440F38F6|IPG/7710|699947|65-800832-2-00
303|A1000009426166, 807E21E1|310006462794716|0080440E7605|IPG/7710|688408|65-800832-2-00
304|A10000094261CF, 801AC60D|310009173342374|0080440EFF5E|IPG/7710|688400|65-800832-2-00
305|809BB0B2, A10000157DB3DF|310007065866310|008044100EB4|IPG/8100E|756557| 65-800907
306|804A7CA3, A10000157E5CD9|310009134870045|008044108065|IPG/8100E|776949| 65-800901
312|A10000094260CF, 80DEE304|310009172724183|0080440F1ACD|IPG/7700|690896| 65-800872
314|A10000094262D7, 80E83168|310006462637447|0080440F16A1|IPG/7710|688793|65-800832-2-00
315|A100000943CF9C, 80101845|310006463916854|0080440F814A|IPG/7710|712176|65-800832-2-00
316|800E5022, A1000012C26F8A|310004047832444|008044108D3E|IPG/8100E|782394| 65-800907
318|A100000942E159, 80016CB5|310009175018815|0080440F36AD|IPG/7710|699729|65-800832-2-00
320|A100000942C764, 80E47524|310009174492415|0080440F366A|IPG/7710|699679|65-800832-2-00
323|800FCE36, A10000157F24EF|310009172553440|0080440FF3DA|IPG/8110E|739764| 65-800902
327|806B3A74, A1000012C284D8|310008033352761|00804411B16B|IPG/8110E|895778| 65-800908
332|80765C08, A10000157F26C2|310006465562284|0080440FED2C|IPG/8100E|732798| 65-800901
333|802248D4, A10000157EDE4B|310009172354277|0080440FF7FF|IPG/8100E|751064| 65-800901
335|803D9739, A10000157ECC55|000004232024990|00804410287A|IPG/8110E|765537| 65-800902
337|A10000094422E1, 80523EB8|310009172225201|0080440FD19B|IPG/7710|742838|65-800832-2-00
339|A100000942DDE7, 80E2F4EA|310009175487756|0080440F35FE|IPG/7710|699553|65-800832-2-00
341|A100000942E0F8, 809136B5|310003157153002|0080440F30CB|IPG/7710|699813|65-800832-2-00
343|A100000941E4CE, 80E4DF01|310009174506547|0080440EF149|IPG/7710|678028|65-800832-2-00
346|A1000009420A7B, 80BF3BCC|310009174978335|0080440EEC8E|IPG/7710|680945|65-800832-2-00
348|80CA09C0, A1000036981E49|310004049653464|008044118909|IPG/8100E|890814| 65-800907
350|8030C2A7, A10000157ECAA3|310004232025026|00804410285C|IPG/8110E|765492| 65-800902
355|80E0F414, A10000157EDDBE|310009172439826|0080440FEF60|IPG/8100E|738139| 65-800901
357|A100000943C1D7, 801F4A3F|310009172355073|0080440FC57A|IPG/7700|730941| 65-800872
358|807FFB3F, A1000015771E62|310009134891715|0080441154F5|IPG/8100E|879703| 65-800901
360|80D29B88, A10000369C0194|310008062738319|0080441113F3|IPG/8110E|867842| 65-800908
361|80CCA050, A1000012C2503D|310009413380390|00804410A2FF|IPG/8100E|797306| 65-800907
362|804FE0AC, A10000157ECA33|310009137045199|008044102ABE|IPG/8110E|767768| 65-800902
366|80B85795, A10000157EBC40|000009132971581|00804410717A|IPG/8100E|776844| 65-800901
371|80F7A822, A1000012C276B5|310009413381838|0080441159C2|IPG/8100E|875665| 65-800907
373|8003FB5A, A1000012C2280E|310004049611904|00804410686C|IPG/8110E|770547| 65-800908
374|80B23666, A1000012C27643|310009413380634|008044115917|IPG/8100E|875831| 65-800907
375|80E5A8ED, A10000369A2403|000009413380157|0080441124F8|IPG/8110E|857607| 65-800908
376|8075F7D0, A1000012C26A3C|310005052666951|0080441125FB|IPG/8100E|862533| 65-800907
377|A100000943EBCE, 805E0701|310002762027386|0080440FC566|IPG/7700|730846| 65-800872
378|8019AFAB, A1000012C24895|310004049693415|00804410AF04|IPG/8110E|787614| 65-800908
383|8090C7B0, A1000012C2432A|000004049674880|00804410B048|IPG/8110E|789891| 65-800908
385|A1000009420976, 80101E82|310009174962418|0080440E9666|IPG/7710|681023|65-800832-2-00
387|803217A8, A1000012C28B58|310004049825623|00804411AB0D|IPG/8110E|883993| 65-800908
388|80CE89DA, A10000369C0171|000008062738561|0080441113E9|IPG/8110E|867849| 65-800908
390|A100000941A970, 80B1E37A|310009312139879|0080440ECCFF|IPG/7710|668814|65-800832-2-00
392|80B601C2, A10000157EC227|310009137042678|0080441061AC|IPG/8100E|769483| 65-800901
393|80A3D143, A1000012C2260E|310004049599057|00804410655F|IPG/8110E|770746| 65-800908
394|A10000094422AB, 80124E12|310009175326058|0080440FD20B|IPG/7710|742918|65-800832-2-00
395|80BC7093, A1000043961258|310009173210192|008044102879|IPG/8110E|765548| 65-800902
398|80F4DC25, A10000157EC1EF|000009137046291|008044106316|IPG/8110E|770357| 65-800902
401|808590FB, A100003698519C|310004049616841|008044117BE2|IPG/8100E|890472| 65-800907
402|A100000941EEDD, 80CD1EDE|310009174978065|0080440E8C8D|IPG/7710|681484|65-800832-2-00
403|A10000094260DD, 806C0731|310009172901956|0080440E7439|IPG/7710|688634|65-800832-2-00
405|A100000942DCBE, 80E1456A|310009172740529|0080440FEB1D|IPG/7710|706103|65-800832-2-00
407|801BDA41, A10000157DC881|000004049670538|0080441011A2|IPG/8100E|761179| 65-800907
409|80873204, A1000012C22A0C|310007272316636|008044103084|IPG/8100E|778144| 65-800907
419|A1000009410256, 80B2FDEC|310006463261828|0080440EB566|IPG/7710|669073|65-800832-2-00
421|A1000009426665, 80E295D7|310006464087982|0080440F1C09|IPG/7700|691621| 65-800872
426|A100000941E439, 803421CA|310009175539989|0080440EF60F|IPG/7710|673196|65-800832-2-00
427|80FDF68B, A1000036985258|310004049591870|008044117BA4|IPG/8100E|890426| 65-800907
429|809B73BC, A1000012C27F1D|310004049915818|008044115C08|IPG/8110E|878240| 65-800908
430|802F3C22, A10000157EC2D0|310008322071391|0080441062FC|IPG/8110E|770309| 65-800902
431|809EF0ED, A10000157EBAB3|310009132904101|00804410A931|IPG/8110E|788594| 65-800902
432|80FF3A4E, A10000157EDE49|310009172335281|0080440FF91A|IPG/8100E|751035| 65-800901
435|A1000009420991, 805AF0EB|310009172559216|0080440E9642|IPG/7710|681074|65-800832-2-00
436|A100000941F13A, 80D9E220|310007812284077|0080440EF5CC|IPG/7700|675709| 65-800872
438|80F989BD, A1000012C24FA1|310009413380420|00804410C581|IPG/8100E|797706| 65-800907
439|A100000942E116, 80038423|310006463420125|0080440F3693|IPG/7710|699717|65-800832-2-00
440|80EC6B03, A10000157EBACF|310009132903587|00804410A948|IPG/8110E|788595| 65-800902
441|80A86FDA, A1000012C26A85|000008038637965|0080441126B4|IPG/8100E|862570| 65-800907
442|804B7E9A, A100001578C842|310009137279484|00804411CC20|IPG/8110E|899842| 65-800902
443|805F548D, A10000369851C5|310004049660244|0080441185EA|IPG/8100E|890584| 65-800907
470|A10000094209AA, 8014B32C|310009172559178|0080440E9663|IPG/7710|681021|65-800832-2-00
478|80188BFE, A1000012C29223|310004049825716|00804411A7A9|IPG/8110E|883902| 65-800908
539|A100000943EF88, 800FD6BC|310009172355637|0080440FC215|IPG/7700|730837| 65-800872
540|80F5A856, A1000012C228A2|310008033351763|008044106981|IPG/8110E|770651| 65-800908
542|A1000009426235, 8005EAC1|310009172901983|0080440F0022|IPG/7710|688649|65-800832-2-00
544|8078E1D8, A1000036981E44|310004049541109|008044118818|IPG/8100E|890868| 65-800907
545|8096B03D, A1000012C28F3F|310008033353335|00804411B354|IPG/8110E|895850| 65-800908
546|A1000009426200, 808CE321|310009172901970|0080440EFF40|IPG/7710|688303|65-800832-2-00
548|80C5D1EC, A10000157DB3C5|310007314202940|008044100EB0|IPG/8100E|756561| 65-800907
549|A100000941EE7A, 80EBDE96|310009174978105|0080440E8C13|IPG/7710|681617|65-800832-2-00
551|80816535, A10000157A18F4|310008038636767|008044112308|IPG/8100E|868221| 65-800907
552|805C03A0, A1000012C21FA0|310007272319166|008044105820|IPG/8100E|767602| 65-800907
555|8040D472, A10000157ED8A9|310006463428794|008044100274|IPG/8100E|755146| 65-800901
556|A100000941E423, 805BDF74|310009173341691|0080440EF61B|IPG/7710|673350|65-800832-2-00
558|80A83118, A10000157E34D9|310009172747440|0080440FFB24|IPG/8100E|749156| 65-800901
565|800102C7, A10000157F509E|310009134891802|008044108132|IPG/8100E|777322| 65-800901
568|80AE73AF, A100003698525B|310004049837496|008044117BF3|IPG/8100E|890495| 65-800907
571|A1000009420877, 806AEC0F|310009174978263|0080440E9CAB|IPG/7710|681535|65-800832-2-00
573|800EBBE8, A1000012C21FF4|310008035914649|00804410585B|IPG/8100E|767617| 65-800907
574|805761DD, A10000157EDE51|310009172335333|0080440FF7FD|IPG/8100E|751065| 65-800901
575|80711ED0, A100001578B29B|310007272328558|00804410D7CA|IPG/8100E|855233| 65-800907
576|80BD50DB, A10000157EC8C9|310009137046124|008044102E77|IPG/8110E|767945| 65-800902
582|804FC502, A10000157EDD61|310009178044918|0080440FEF36|IPG/8100E|738130| 65-800901
583|A100000942DB84, 806DEF3B|310009172563536|0080440F4514|IPG/7710|699963|65-800832-2-00
584|80E66692, A10000157ECC1B|000004232024974|00804410287C|IPG/8110E|765539| 65-800902
585|A10000094224E6, 8023C41D|310006463208201|0080440E9FB1|IPG/7700|687743| 65-800872
586|A100000941E49B, 803C7693|310009176878960|0080440EE145|IPG/7700|675788| 65-800872
587|80E8206C, A1000012C29447|000004049832782|008044116AC9|IPG/8100E|888013| 65-800907
589|8062D70C, A100001578C8D0|310009137245697|0080441185B2|IPG/8110E|886244| 65-800902
594|80E94004, A1000012C24B03|000004049628469|008044109B2D|IPG/8100E|791295| 65-800907
595|80389A3E, A100001574C919|310004049799661|008044112DF3|IPG/8100E|862199| 65-800907
597|80B418AD, A100003698524E|310004049668982|008044117D62|IPG/8100E|890422| 65-800907
600|A100000943321A, 80CFC512|310009177012296|0080440F2F84|IPG/7710|706446|65-800832-2-00
601|80C77F60, A100001578C7B6|000009134874393|00804411A2A7|IPG/8110E|887209| 65-800902
602|80036318, A10000157F1895|310008038635610|008044106B1A|IPG/8110E|773762| 65-800908
604|806EDC16, A10000157E5E1F|000009137042691|0080441072A2|IPG/8100E|777127| 65-800901
605|A1000009420A37, 805B2B10|310009172771903|0080440E7287|IPG/7710|681309|65-800832-2-00
606|809E53F8, A10000369BEF7E|310004049752020|00804411482A|IPG/8110E|874253| 65-800908
607|80381097, A10000157EBAD4|310004232020374|00804410A988|IPG/8110E|788616| 65-800902
611|80A86ADF, A10000157ED7A8|310009172780849|00804410070A|IPG/8100E|755573| 65-800901
613|809D35F3, A1000012C24F2B|310009413380419|00804410C754|IPG/8100E|797455| 65-800907
614|803D0B73, A1000015771DAD|310009134891794|00804411570A|IPG/8100E|879737| 65-800901
615|A100000942CA85, 80573132|310006462999344|0080440FEB22|IPG/7710|706104|65-800832-2-00
617|805D8E5A, A10000157DB406|310004042909457|008044100EEA|IPG/8100E|756574| 65-800907
618|80292CE4, A10000157F1770|310004045566522|008044106AF7|IPG/8110E|773806| 65-800908
620|A100000941F09B, 8089F6D3|310007812284101|0080440EFB44|IPG/7700|675419| 65-800872
624|807BBF40, A10000157EC301|310009137091214|008044106364|IPG/8110E|770296| 65-800902
630|800100FE, A10000157EC163|310008322073652|0080441061F7|IPG/8110E|770106| 65-800902
631|80F56276, A100001578B750|310004049791116|00804410F9F9|IPG/8110E|857804| 65-800908
633|808A6E10, A100001578AD08|310004049791089|00804410F997|IPG/8110E|857872| 65-800908
635|80580299, A1000012C29468|310004049832785|00804411A9FB|IPG/8100E|887795| 65-800907
636|800E6007, A10000157E39F4|310004232025142|008044101376|IPG/8100E|760342| 65-800901
638|80B0029F, A100001578B24E|310004049915857|00804410F2F3|IPG/8100E|855752| 65-800907
639|8082C1D7, A10000157EC1C1|310009137042705|008044106235|IPG/8100E|769535| 65-800901
641|8007ECE4, A1000012C21482|310008038635643|008044106D6F|IPG/8110E|773874| 65-800908
643|80C350FF, A10000157ECB8B|000009137091310|008044102860|IPG/8110E|765496| 65-800902
644|80B404FE, A10000157E346F|310009172816284|0080440FFBBE|IPG/8100E|749188| 65-800901
645|80C4228C, A10000157F19C9|310007272319157|008044106B2A|IPG/8110E|773734| 65-800908
646|809B8E3D, A1000012C26A5A|000005052663439|008044112611|IPG/8100E|862726| 65-800907
647|807D1C16, A10000157ED7A7|310006463192352|008044100309|IPG/8100E|755209| 65-800901
650|A10000094296EC, 80FE4DB5|310009172358579|0080440F03E0|IPG/7710|692496|65-800832-2-00
651|8034F71B, A1000012C24BC2|310004049443452|00804410B4A1|IPG/8100E|791206| 65-800907
652|A100000943C53F, 805B8961|310006467291868|0080440FC56D|IPG/7700|730942| 65-800872
653|8032A90F, A10000157ED824|310009172833193|0080441006CD|IPG/8100E|755433| 65-800901
654|A100000941CE4F, 8016EC33|310009172352629|0080440EB473|IPG/7710|669568|65-800832-2-00
656|A1000009428CFE, 809D3DC3|310009176737480|0080440F367E|IPG/7710|699697|65-800832-2-00
658|80B3BCEA, A1000012C27CEF|310004049943353|0080441155F2|IPG/8100E|875915| 65-800907
659|A10000094262C6, 806E518F|310006462341309|0080440E7463|IPG/7710|688353|65-800832-2-00
661|8062C0E7, A10000157DB41A|310004049707482|008044100EED|IPG/8100E|756538| 65-800907
665|808746E5, A1000012C2135D|310004049680348|008044106D46|IPG/8110E|773858| 65-800908
667|A100000941E410, 807049A8|310009173342130|0080440ED96E|IPG/7710|673310|65-800832-2-00
669|80A115BB, A1000012C20128|310007272317794|0080440FA66B|IPG/8100E|737820| 65-800907
